		Company Market Cap
ALTHE.PA	2016	25738410.72
ALTHE.PA	2015	21186008.4
ALTHE.PA	2014	19652851.71
ALTHE.PA	2013	14602344.48
ALTHE.PA	2012	20355877.74
SMAR.BR	2018	46120815
SMAR.BR	2017	60863708
SMAR.BR	2016	62243398.4
SMAR.BR	2015	27061814.19
SMAR.BR	2014	9850646.845
SMAR.BR	2013	20140727.75
SMAR.BR	2012	15380192.1
SMAR.BR	2011	13915411.9
SMAR.BR	2010	23070288.15
SMAR.BR	2009	24535068.35
SMAR.BR	2008	13915411.9
HOP.PA	2018	16906675.12
HOP.PA	2017	22376932.56
HOP.PA	2016	20746677.04
HOP.PA	2015	17786675.56
HOP.PA	2014	18666676
HOP.PA	2013	20493886.77
HOP.PA	2012	23711455.98
HOP.PA	2011	17682137.1
HOP.PA	2010	24639043.5
HOP.PA	2009	17145804
HOP.PA	2008	18464712
AWOX.PA	2018	6312614.04
AWOX.PA	2017	9411600.66
AWOX.PA	2016	8943499.83
AWOX.PA	2015	14869915.38
AWOX.PA	2014	42624566.92
ALGEM.PA	2018	146710714
ALGEM.PA	2017	131442942.6
ALGEM.PA	2016	110609665.8
ALGEM.PA	2015	75386393.55
ALGEM.PA	2014	64003262.9
ALGEM.PA	2013	62285054.5
ALGEM.PA	2012	65291919.2
ALGEM.PA	2011	70876096.5
ALGEM.PA	2010	45747298.65
ALGEM.PA	2009	46950044.53
ALGEM.PA	2008	36898525.39
ALCOI.PA	2018	26499752.63
ALCOI.PA	2017	64783378.4
ALCOI.PA	2016	50284104.2
ALCOI.PA	2015	10572690.6
ALCOI.PA	2014	9738004.5
ALCOI.PA	2013	6677488.8
ALCOI.PA	2012	5132982
ALCOI.PA	2011	7186174.8
ALCOI.PA	2010	7545483.54
ALCOI.PA	2009	5304081.4
ALCOI.PA	2008	5250898.25
ECP.PA	2018	39502318.68
ECP.PA	2017	43026384.45
ECP.PA	2016	154075433.8
ECP.PA	2015	144789791.3
ECP.PA	2014	127520919.9
ECP.PA	2013	99085220.52
ECP.PA	2012	85102369.32
ECP.PA	2011	46105579.56
ECP.PA	2010	91601834.28
ECP.PA	2009	132426598.6
ECP.PA	2008	71494114.56
ALUCI.PA	2018	15783167.55
ALUCI.PA	2017	27877896.65
ALUCI.PA	2016	29184379.6
ALUCI.PA	2015	29389685
ALUCI.PA	2014	27392709.63
PREP.PA	2018	96888376
PREP.PA	2017	124977869.1
PREP.PA	2016	94595160
PREP.PA	2015	73732627.44
PREP.PA	2014	60775957.04
PREP.PA	2013	48060074.32
PREP.PA	2012	38984672
PREP.PA	2011	30952682.96
PREP.PA	2010	27914171.76
PREP.PA	2009	21865814.56
PREP.PA	2008	20065640
ABNX.PA	2018	9284037.84
ABNX.PA	2017	34968782.33
ABNX.PA	2016	153873794.7
ABNX.PA	2015	226274528.2
ALTHX.PA	2018	55895042.56
ALTHX.PA	2017	46319273.55
ASTP.PA	2018	72256861.6
ASTP.PA	2017	101186784.1
ASTP.PA	2016	57419991
ASTP.PA	2015	35983194.36
ASTP.PA	2014	29844995.3
ASTP.PA	2013	31701594.96
ASTP.PA	2012	39878593.66
ASTP.PA	2011	41304324.14
ASTP.PA	2010	38620201.8
ASTP.PA	2009	34859813.73
ASTP.PA	2008	17582355.03
HYDRA.AS	2018	80943408
HYDRA.AS	2017	70179373.79
HYDRA.AS	2016	54140934.9
HYDRA.AS	2015	39108576
HYDRA.AS	2014	38680825.95
HYDRA.AS	2013	27779310.39
HYDRA.AS	2012	25665003
HYDRA.AS	2011	21354846.7
HYDRA.AS	2010	17746410
HYDRA.AS	2009	16918244.2
HYDRA.AS	2008	18763870.84
MOPB.BR	2018	49025000
MOPB.BR	2017	46454094.31
MOPB.BR	2016	49600000
MOPB.BR	2015	48202000
MOPB.BR	2014	51527000
MOPB.BR	2013	53092000
MOPB.BR	2012	47502400
MOPB.BR	2011	48663200
MOPB.BR	2010	55160000
MOPB.BR	2009	50620024
MOPB.BR	2008	43968800
MAGIS.PA	2018	10884337.75
MAGIS.PA	2017	66810044.08
MAGIS.PA	2016	81014622.12
MAGIS.PA	2015	69031160
MAGIS.PA	2014	63147822.5
MAGIS.PA	2013	47157555.06
ALPOU.PA	2018	26680041.18
ALPOU.PA	2017	47380073.13
ALPOU.PA	2016	34295608.49
ALPOU.PA	2015	24533371.2
ANTAL.PA	2018	66740000
ANTAL.PA	2017	139228647.3
DEXI.BR	2018	7211240.8
DEXI.BR	2017	19372900.96
DEXI.BR	2016	20327903.12
DEXI.BR	2015	89653285.8
DEXI.BR	2014	48724611.85
DEXI.BR	2013	77959378.96
DEXI.BR	2012	136428913.2
DEXI.BR	2011	578848388.8
DEXI.BR	2010	4800656494
DEXI.BR	2009	7860655372
DEXI.BR	2008	3700520566
INN.PA	2018	11576216.64
INN.PA	2017	16753740.93
INN.PA	2016	7220571.93
INN.PA	2015	8900902.64
INN.PA	2014	7657836.96
INN.PA	2013	8117834.9
INN.PA	2012	8119754.37
INN.PA	2011	9314210.4
INN.PA	2010	13547854.02
INN.PA	2009	17081825.25
INN.PA	2008	22257204.4
ALACT.PA	2018	3048504.64
ALACT.PA	2017	5633106.4
ALACT.PA	2016	10073319.68
ALACT.PA	2015	14911164
ALACT.PA	2014	36283832.4
ALACT.PA	2013	49538200.4
ALACT.PA	2012	49351380
ALACT.PA	2011	32736415.4
ETGM.PA	2018	29071373.66
ETGM.PA	2017	71788494.14
ETGM.PA	2016	75830488.48
ETGM.PA	2015	89842643.96
ETGM.PA	2014	83248688.44
ETGM.PA	2013	107563899.4
ETGM.PA	2012	99465129.15
ETGM.PA	2011	83479524.75
ETGM.PA	2010	118533424
ETGM.PA	2009	153773733.2
ETGM.PA	2008	53633627.06
ALHRG.PA	2018	70350610.5
ALHRG.PA	2017	120643812.9
ALHRG.PA	2016	77385671.55
ALHRG.PA	2015	72835334.19
ALHRG.PA	2014	66608556.75
ALHRG.PA	2013	74541710.7
ALHRG.PA	2012	45263882.16
ALHRG.PA	2011	69632159.44
ALHRG.PA	2010	123338091.6
ALHRG.PA	2009	120710114.1
ALHRG.PA	2008	95557644.5
VEIL.PA	2018	317207902.2
VEIL.PA	2017	416613731.4
VEIL.PA	2016	350606472.2
VEIL.PA	2015	280485177.7
VEIL.PA	2014	141160234.2
VEIL.PA	2013	173557665
VEIL.PA	2012	198961189.2
VEIL.PA	2011	190775682.6
VEIL.PA	2010	213959272.9
VEIL.PA	2009	214663776.6
VEIL.PA	2008	151514320.1
DMSP.PA	2018	11510076.98
DMSP.PA	2017	23374806.2
DMSP.PA	2016	31474024
DMSP.PA	2015	41307522.21
DMSP.PA	2014	20507822.4
DMSP.PA	2013	20097483.21
DMSP.PA	2012	18604156
DMSP.PA	2011	12150363.45
DMSP.PA	2010	14586506.55
DMSP.PA	2009	14509058.16
DMSP.PA	2008	8607068.4
PSBP.PA	2018	111720000
PSBP.PA	2017	163500750
PSBP.PA	2016	185587500
PSBP.PA	2015	203595000
PSBP.PA	2014	143325000
PSBP.PA	2013	128110500
PSBP.PA	2012	76072500
PSBP.PA	2011	74455500
PSBP.PA	2010	99261750
PSBP.PA	2009	59535000
PSBP.PA	2008	45570000
HAMO.BR	2018	35170611.6
HAMO.BR	2017	40865900.4
HAMO.BR	2016	76418186.16
HAMO.BR	2015	57387946.56
HAMO.BR	2014	73353014.4
HAMO.BR	2013	108447397.8
HAMO.BR	2012	84499796
HAMO.BR	2011	105355064.8
HAMO.BR	2010	193234852.6
HAMO.BR	2009	197046332.8
HAMO.BR	2008	140233704
IDVP.PA	2018	287418167.6
IDVP.PA	2017	338691257.8
IDVP.PA	2016	187760612
IDVP.PA	2015	178878090.7
IDVP.PA	2014	171873175.6
IDVP.PA	2013	157430051.6
IDVP.PA	2012	153819270.6
IDVP.PA	2011	161040832.6
IDVP.PA	2010	159596520.2
IDVP.PA	2009	146597708.6
IDVP.PA	2008	98213012
GEAP.PA	2018	102576302.4
GEAP.PA	2017	106019423
GEAP.PA	2016	110885222
GEAP.PA	2015	88887506.8
GEAP.PA	2014	99707035.2
GEAP.PA	2013	92665375.28
GEAP.PA	2012	86078016
GEAP.PA	2011	64594377.84
GEAP.PA	2010	56412000
GEAP.PA	2009	38988000
GEAP.PA	2008	14484000
FLMI.PA	2018	169367420.2
FLMI.PA	2017	205104262
FLMI.PA	2016	282571550.8
FLMI.PA	2015	280202162
FLMI.PA	2014	202933761.3
FLMI.PA	2013	228163364
FLMI.PA	2012	171780686.6
FLMI.PA	2011	124524543.7
FLMI.PA	2010	139205479.5
FLMI.PA	2009	175707459.5
FLMI.PA	2008	127398100
ALONC.PA	2018	44592414.48
ALONC.PA	2017	78052192.86
ALONC.PA	2016	96609178.34
ALONC.PA	2015	122254127.2
ALONC.PA	2014	39888960.16
SIPH.PA	2018	410936148
SIPH.PA	2017	422829004.5
SIPH.PA	2016	266045730.3
SIPH.PA	2015	131631147.9
SIPH.PA	2014	166904854.2
SIPH.PA	2013	258606369
SIPH.PA	2012	313313508.9
SIPH.PA	2011	301066397.1
SIPH.PA	2010	421057728
SIPH.PA	2009	232796340
SIPH.PA	2008	73988749.8
ALNXT.PA	2018	12458369.14
ALNXT.PA	2017	22084925.85
ALNXT.PA	2016	10167318.84
ALNXT.PA	2015	4221189.05
ALNXT.PA	2014	3011378.4
ALNXT.PA	2013	3936765.8
ALNXT.PA	2012	8702324.4
ALNXT.PA	2011	7065257.72
ALNXT.PA	2010	8576324.4
ALNXT.PA	2009	8573173.32
ALNXT.PA	2008	8009678.36
ALENE.PA	2018	5308499.19
ALENE.PA	2017	6499237.85
ALENE.PA	2016	15327499.2
CCAP.PA	2018	3134516000
CCAP.PA	2017	3996507900
CCAP.PA	2016	3918145000
CCAP.PA	2015	4309959500
CCAP.PA	2014	3918139403
CCAP.PA	2013	4410711800
CCAP.PA	2012	2350887000
CCAP.PA	2011	1522479200
CCAP.PA	2010	1542069925
CCAP.PA	2009	1119470000
CCAP.PA	2008	1102118215
RBO.PA	2018	170841236.8
BANI.BR	2018	39861469.44
BANI.BR	2017	36818659.73
BANI.BR	2016	46414195.33
BANI.BR	2015	72970112.38
BANI.BR	2014	72330385.72
BANI.BR	2013	92863548
BANI.BR	2012	99157632.92
BANI.BR	2011	103078538.3
BANI.BR	2010	147033951
BANI.BR	2009	155907578.9
BANI.BR	2008	154669398.3
ALKAL.PA	2018	51832890.5
IGXA.PA	2018	177742241
IGXA.PA	2017	188955052
IGXA.PA	2016	124218600
IGXA.PA	2015	101373800
IGXA.PA	2014	81013372
IGXA.PA	2013	82983736
IGXA.PA	2012	58968140
IGXA.PA	2011	38754100
IGXA.PA	2010	38437740
IGXA.PA	2009	35131778
IGXA.PA	2008	31396600
CGR.PA	2018	555404500
CGR.PA	2017	507085200
CGR.PA	2016	504276975
CGR.PA	2015	476328450
CGR.PA	2014	350359500
CGR.PA	2013	322143525
CGR.PA	2012	262101000
CGR.PA	2011	184540500
CGR.PA	2010	296869500
CGR.PA	2009	340998750
CGR.PA	2008	262101000
ALKKO.PA	2018	2465121.75
ALKKO.PA	2017	8457111.27
ALKKO.PA	2016	21462320
ALKKO.PA	2015	44563498.41
BE0022780820.BR		NULL
HIPAY.PA	2018	39540692.52
HIPAY.PA	2017	69617384.7
HIPAY.PA	2016	53513719.2
HIPAY.PA	2015	43653320.94
ALPRI.PA	2018	11445702.6
ALPRI.PA	2017	21951426.05
ALPRI.PA	2016	17798811.21
ALPRI.PA	2015	10330197.3
ALPRI.PA	2014	11517576.3
ALPRI.PA	2013	15910878.6
ALPRI.PA	2012	4003365.04
ALPRI.PA	2011	6825221.2
ALPRI.PA	2010	9727374.08
ALPRI.PA	2009	8511452.32
ALPRI.PA	2008	9153826.08
DALE.PA	2018	42764792
DALE.PA	2017	39530480
DALE.PA	2016	36188357.6
DALE.PA	2015	17896526.4
DALE.PA	2014	18902756.8
DALE.PA	2013	20088671.2
DALE.PA	2012	16435742.57
DALE.PA	2011	13411993.6
DALE.PA	2010	12706102.08
DALE.PA	2009	11470786.6
DALE.PA	2008	6835281.96
EXEP.PA	2018	461577200
EXEP.PA	2017	787396400
EXEP.PA	2016	518256165
EXEP.PA	2015	422886170
EXEP.PA	2014	309188845
EXEP.PA	2013	371298130
EXEP.PA	2012	256582620
EXEP.PA	2011	216194615
EXEP.PA	2010	264049310
EXEP.PA	2009	169697500
EXEP.PA	2008	158158070
ALHVS.PA	2018	120216762
ALHVS.PA	2017	105495481.3
ALHVS.PA	2016	77894837.6
ALHVS.PA	2015	54863836.88
ALHVS.PA	2014	43847829.5
ALHVS.PA	2013	44179277.66
ALHVS.PA	2012	35492573.8
ALHVS.PA	2011	31777592.34
ALHVS.PA	2010	35216367
ALHVS.PA	2009	26239646
ALHVS.PA	2008	25272922.2
PASS.PA	2018	13482000
PASS.PA	2017	23997456.42
PASS.PA	2016	23100000
PASS.PA	2015	19950000
PASS.PA	2014	27006000
PASS.PA	2013	39186000
PASS.PA	2012	38178000
PASS.PA	2011	38430000
PASS.PA	2010	48468000
PASS.PA	2009	42420000
PASS.PA	2008	9660000
ALFPC.PA	2018	158357400
ALFPC.PA	2017	168125551.2
ALFPC.PA	2016	105382682.4
ALFPC.PA	2015	63009576
ALFPC.PA	2014	37489030.8
ALFPC.PA	2013	23653594.8
ALFPC.PA	2012	13668744
ALFPC.PA	2011	10001520
ALFPC.PA	2010	17943107.6
ALFPC.PA	2009	17558392.6
ALFPC.PA	2008	17696890
ALAGR.PA	2018	12810934.64
ALAGR.PA	2017	38460485.52
ALAGR.PA	2016	34058972.32
ALAGR.PA	2015	39403755.2
ALAGR.PA	2014	39715629.04
ALAGR.PA	2013	114528790.7
ALAGR.PA	2012	55454100.56
ALAGR.PA	2011	67022381.32
ALAGR.PA	2010	60895703.16
LAFU.PA	2018	160701119.4
LAFU.PA	2017	162052146.5
LAFU.PA	2016	145768714.5
LAFU.PA	2015	141857846.6
LAFU.PA	2014	136169311.3
LAFU.PA	2013	83831076
LAFU.PA	2012	71153853.6
LAFU.PA	2011	50051852.9
LAFU.PA	2010	47634365.7
LAFU.PA	2009	37481639.58
LAFU.PA	2008	19775219.1
ALMOU.PA	2018	13408473.68
ALMOU.PA	2017	21681132.9
ALMOU.PA	2016	17529426.6
ALMOU.PA	2015	18021480.68
ALMOU.PA	2014	18667301.66
ALMOU.PA	2013	24479690.48
ALMOU.PA	2012	21650379.52
ALMOU.PA	2011	23005892.95
ZENG.BR	2018	9723560
ZENG.BR	2017	10626462
ZENG.BR	2016	9471000
ZENG.BR	2015	8017517.2
ZENG.BR	2014	7088096.4
ZENG.BR	2013	7268676.8
ZENG.BR	2012	8145060
ZENG.BR	2011	11802128.8
ZENG.BR	2010	11175780
ZENG.BR	2009	13827660
ZENG.BR	2008	13890800
BE0003783975.BR		NULL
BLUE.PA	2018	475357975.8
BLUE.PA	2017	495153885.7
BLUE.PA	2016	331640634
BLUE.PA	2015	598395057
BLUE.PA	2014	793053690
BLUE.PA	2013	553984050.4
ALBLU.PA	2018	17657909.6
ALBLU.PA	2017	24963775.2
ALBLU.PA	2016	24582384.19
ALBLU.PA	2015	20515020.3
ALBLU.PA	2014	16469754.88
ALBLU.PA	2013	11561991.24
ALBLU.PA	2012	8081288.7
ANDP.AS	2018	9541470.72
ANDP.AS	2017	24820212.95
ANDP.AS	2016	32761534.23
ANDP.AS	2015	31121593.95
ANDP.AS	2014	11181411
ANDP.AS	2013	11926838.4
ANDP.AS	2012	5590705.5
ANDP.AS	2011	3354423.3
ANDP.AS	2010	16585759.65
ANDP.AS	2009	26089959
ANDP.AS	2008	9422245
BDRP.PA	2018	55675606.09
BDRP.PA	2017	91207274.29
BDRP.PA	2016	90088166.63
BDRP.PA	2015	72741997.9
BDRP.PA	2014	76658874.71
BDRP.PA	2013	52038506.19
BDRP.PA	2012	48681183.21
BDRP.PA	2011	57074490.66
BDRP.PA	2010	58417152.15
BDRP.PA	2009	71213290.24
BDRP.PA	2008	73995059.39
ALNN6.PA	2018	21982837.79
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2010	1896979.95
ALNN6.PA	2009	1896979.95
ALNN6.PA	2008	3793959.9
MCCc.BR	2018	20776500
MCCc.BR	2017	23936010
MCCc.BR	2016	28799250
MCCc.BR	2015	29297715
ALVER.PA	2018	12301059.18
ALVER.PA	2017	13330267.52
ALVER.PA	2016	24161109.88
ALVER.PA	2015	41865371.43
ALVER.PA	2014	7318242.36
ALVER.PA	2013	11399569.83
ALVER.PA	2012	11118098.97
ALVER.PA	2011	17437859.16
ALVER.PA	2010	25447018.59
ALVER.PA	2009	44055561.9
ALVER.PA	2008	24133522.6
ALNOX.PA	2018	10325260.08
ALNOX.PA	2017	14157636.15
ALNOX.PA	2016	45103623.03
ALMGI.PA	2018	11455302.12
ALMGI.PA	2017	13072118.56
ALMGI.PA	2016	6751061.23
ALMGI.PA	2015	3526031.98
ALMGI.PA	2014	3354030.42
ALMGI.PA	2013	3397030.81
ALMGI.PA	2012	4429040.17
ALMGI.PA	2011	7697069.81
ALMGI.PA	2010	8393695.16
ALMGI.PA	2009	11627331.82
ALMGI.PA	2008	8152892.43
DTNC.PA	2018	3892000
DTNC.PA	2017	9044000
DTNC.PA	2016	3024000
DTNC.PA	2015	3528000
DTNC.PA	2014	6636000
DTNC.PA	2013	7644000
DTNC.PA	2012	5703549.51
DTNC.PA	2011	6796976.1
DTNC.PA	2010	7417569.57
DTNC.PA	2009	6531007.47
DTNC.PA	2008	3326400
ALGEV.PA	2018	146869500
ALGEV.PA	2017	163033350
ALGEV.PA	2016	129515015
ALGEV.PA	2015	117903324
ALGEV.PA	2014	116437248
ALGEV.PA	2013	57299861.34
ALGEV.PA	2012	41853732.66
ALGEV.PA	2011	42871802
ALGEV.PA	2010	38301720
ALGEV.PA	2009	26332432.5
ALGEV.PA	2008	15426017.73
TEDE.PA	2018	996646950
TEDE.PA	2017	1146802758
TEDE.PA	2016	896252599.7
TEDE.PA	2015	948369006
TEDE.PA	2014	1088082450
TEDE.PA	2013	960072750
TEDE.PA	2012	562328325
TEDE.PA	2011	420466146.7
TEDE.PA	2010	394635618
TEDE.PA	2009	349466481
TEDE.PA	2008	310697829
ALVEL.PA	2018	46486555.8
ALVEL.PA	2017	65063603.7
ALVEL.PA	2016	77919420
ALVEL.PA	2015	104412022.8
ALVEL.PA	2014	73996758.42
ALVEL.PA	2013	94149398.2
ALVEL.PA	2012	77017465.8
ALVEL.PA	2011	74650003.2
ALVEL.PA	2010	100922146
ALVEL.PA	2009	67540205.4
ALVEL.PA	2008	75303447.4
PARF.PA	2018	108118500
PARF.PA	2017	87328791.75
PARF.PA	2016	73126531.5
PARF.PA	2015	66720405.6
PARF.PA	2014	53158757.94
PARF.PA	2013	54512505.3
PARF.PA	2012	41821123.8
PARF.PA	2011	41800999.5
PARF.PA	2010	50513737.95
PARF.PA	2009	54287391.66
PARF.PA	2008	42891816
ALCOF.PA	2018	13149500
ALCOF.PA	2017	14205637.15
ALCOF.PA	2016	15006899.1
ALCOF.PA	2015	15006899.1
ALCOF.PA	2014	10984431.3
ALCOF.PA	2013	9824104.05
ALCOF.PA	2012	5449356.5
ALCOF.PA	2011	5605052.4
ALCOF.PA	2010	6298009.3
ALCOF.PA	2009	5952912.9
ALCOF.PA	2008	5463474.6
PAPL.BR	2018	111325882.5
PAPL.BR	2017	62443606.61
PAPL.BR	2016	35518257.75
PAPL.BR	2015	34104595.75
PAPL.BR	2014	22972007.5
PAPL.BR	2013	17317359.5
PAPL.BR	2012	15020158.75
PAPL.BR	2011	16433820.75
PAPL.BR	2010	33574472.5
PAPL.BR	2009	17494067.25
PAPL.BR	2008	13606496.75
COHE.PA	2018	9324343
COHE.PA	2017	15066773.75
COHE.PA	2016	14032687.5
COHE.PA	2015	10496450.25
COHE.PA	2014	10103535
COHE.PA	2013	9542227.5
COHE.PA	2012	9205443
COHE.PA	2011	13752033.75
COHE.PA	2010	16165656
COHE.PA	2009	14706256.5
COHE.PA	2008	11170019.25
NAVYA.PA	2018	52969934.11
GLOG.BR	2018	50301754.75
GLOG.BR	2017	32311480.11
GLOG.BR	2016	35233691.7
GLOG.BR	2015	23872291.92
GLOG.BR	2014	19138992.66
GLOG.BR	2013	13994102.16
GLOG.BR	2012	11627452.53
GLOG.BR	2011	10701372.24
GLOG.BR	2010	13685408.73
GLOG.BR	2009	17183934.27
GLOG.BR	2008	12450635.01
EURR.PA	2018	173100848.4
EURR.PA	2017	217716578.5
EURR.PA	2016	226218437.2
EURR.PA	2015	169351371.5
EURR.PA	2014	154978376.9
EURR.PA	2013	140617037.3
EURR.PA	2012	165615621.7
EURR.PA	2011	177489949.2
EURR.PA	2010	220612507.3
EURR.PA	2009	228112082.7
EURR.PA	2008	68468349.8
CRTO.PA	2018	123118500.7
CRTO.PA	2017	106772903.1
CRTO.PA	2016	89466275.27
CRTO.PA	2015	88900935.63
CRTO.PA	2014	80305699.2
CRTO.PA	2013	74170268.2
CRTO.PA	2012	50312068.4
CRTO.PA	2011	53015530.4
CRTO.PA	2010	67173055.62
CRTO.PA	2009	73171045.8
CRTO.PA	2008	33415658.1
CBQP.PA	2018	1707825420
CBQP.PA	2017	2058774226
CBQP.PA	2016	2184622394
CBQP.PA	2015	2322410214
CBQP.PA	2014	1533557520
CBQP.PA	2013	1381363554
CBQP.PA	2012	869759471
CBQP.PA	2011	661032998.3
CBQP.PA	2010	687521719.1
CBQP.PA	2009	418707674.4
CBQP.PA	2008	518807156.2
GIRO.PA	2018	14579993.6
GIRO.PA	2017	29854815.02
GIRO.PA	2016	20525897.24
GIRO.PA	2015	15935477.38
GIRO.PA	2014	25628895
GIRO.PA	2013	30754674
GIRO.PA	2012	26141472.9
GIRO.PA	2011	28476550
GIRO.PA	2010	58650302.38
GIRO.PA	2009	53957366.94
GIRO.PA	2008	54264913.68
EAS2P.AS	2018	14183396.93
EAS2P.AS	2017	3541999.54
EAS2P.AS	2016	2100000
EAS2P.AS	2015	24507000
EAS2P.AS	2014	138565000
EAS2P.AS	2013	113750000
EAS2P.AS	2012	91840000
EAS2P.AS	2011	101500000
EAS2P.AS	2010	61957000
EAS2P.AS	2009	59500000
EAS2P.AS	2008	39340000
ORPF.PA	2018	24017515.6
ORPF.PA	2017	51079051.68
ORPF.PA	2016	42954402.9
ORPF.PA	2015	43733184.56
ORPF.PA	2014	43721073.95
ORPF.PA	2013	49384905
ORPF.PA	2012	29542788
ORPF.PA	2011	36785842.28
ORPF.PA	2010	40343178.2
ORPF.PA	2009	38546980.16
ORPF.PA	2008	32299276.5
ALPAT.PA	2018	14834636.6
ALPAT.PA	2017	22583022.48
ALPAT.PA	2016	16815724.76
ALPAT.PA	2015	23232842.6
ALPAT.PA	2014	20839515.41
ALPAT.PA	2013	11994352.5
ALPAT.PA	2012	11065559.05
ALPAT.PA	2011	9084939.3
ALPAT.PA	2010	7935639.75
ALPAT.PA	2009	6008603.25
TIPK.PA	2018	66720540
TIPK.PA	2017	83973532.39
TIPK.PA	2016	72889905
TIPK.PA	2015	67634520
TIPK.PA	2014	59408700
TIPK.PA	2013	53650626
TIPK.PA	2012	35654359.8
TIPK.PA	2011	43871040
TIPK.PA	2010	47252766
TIPK.PA	2009	53010840
TIPK.PA	2008	45232870.2
SYMA.BR	2018	17591550.12
SYMA.BR	2017	12741177.18
SYMA.BR	2016	16634497.44
SYMA.BR	2015	12853929.84
SYMA.BR	2014	13547033.9
SYMA.BR	2013	19559260.9
SYMA.BR	2012	21588534.24
SYMA.BR	2011	27285476.22
SYMA.BR	2010	37973947.44
SYMA.BR	2009	33715670.1
SYMA.BR	2008	27517968.75
ITS.PA	2018	35592988.6
ITS.PA	2017	53227794.55
ITS.PA	2016	55265972.25
ITS.PA	2015	51738357
ITS.PA	2014	61537288.25
ITS.PA	2013	24696067
ITS.PA	2012	25818615.5
ITS.PA	2011	24870512.16
ITS.PA	2010	29727018.4
ITS.PA	2009	28685988.8
ITS.PA	2008	11211037.33
ALHIO.PA	2018	40133698.56
ALHIO.PA	2017	34386854.4
ALHIO.PA	2016	32973696
ALHIO.PA	2015	30524221.44
ALHIO.PA	2014	21008954.88
ALHIO.PA	2013	18653690.88
ALHIO.PA	2012	27886325.76
ALHIO.PA	2011	22893166.08
ALHIO.PA	2010	42394752
ALHIO.PA	2009	67266339.84
ALHIO.PA	2008	86673715.2
BE0947790037.BR		NULL
CFMP.PA	2018	72974128.96
CFMP.PA	2017	126527723.6
CFMP.PA	2016	94160166.4
CFMP.PA	2015	64735114.4
CFMP.PA	2014	50022588.4
CFMP.PA	2013	63959211.9
CFMP.PA	2012	53184968.34
CFMP.PA	2011	60408435
CFMP.PA	2010	130262801.9
CFMP.PA	2009	139654927.7
CFMP.PA	2008	115885933.5
ALDIE.PA	2018	5218619.4
ALDIE.PA	2017	11402471.25
ALDIE.PA	2016	4773127.5
ALDIE.PA	2015	8750733.75
ALDIE.PA	2014	7849143
ALDIE.PA	2013	9281081.25
ALDIE.PA	2012	12728340
ALDIE.PA	2011	6841482.75
ALDIE.PA	2010	10215233.8
ALDIE.PA	2009	14069303.52
ALDIE.PA	2008	9264213.52
IFDE.PA	2018	71400000
IFDE.PA	2017	86147165.61
IFDE.PA	2016	85320000
IFDE.PA	2015	60000000
IFDE.PA	2014	68400000
IFDE.PA	2013	75000000
IFDE.PA	2012	54048000
IFDE.PA	2011	60780000
IFDE.PA	2010	71388000
IFDE.PA	2009	59400000
IFDE.PA	2008	48756000
ARCH.PA	2018	21115886.19
ARCH.PA	2017	27664867.1
ARCH.PA	2016	48109374.9
ARCH.PA	2015	53747267.4
ARCH.PA	2014	66512458.9
ARCH.PA	2013	99344140.74
ARCH.PA	2012	93149458.14
ARCH.PA	2011	166439272.3
ARCH.PA	2010	81239644.08
ARCH.PA	2009	53427484.95
ARCH.PA	2008	26631845.78
ALLAN.PA	2018	211875318
ALLAN.PA	2017	233560543.5
ALLAN.PA	2016	240314958
ALLAN.PA	2015	219269624.4
ALLAN.PA	2014	227517120
ALLAN.PA	2013	216205881.3
ALLAN.PA	2012	191497471.2
ALLAN.PA	2011	264006792.9
ALLAN.PA	2010	329131028
ALLAN.PA	2009	189222803.1
ALLAN.PA	2008	161856438
MARTI.LS	2018	43000000
MARTI.LS	2017	32450517.64
MARTI.LS	2016	17860755.91
MARTI.LS	2015	22700000
MARTI.LS	2014	18700000
MARTI.LS	2013	69000000
MARTI.LS	2012	56000000
MARTI.LS	2011	108000000
MARTI.LS	2010	149000000
MARTI.LS	2009	334000000
MARTI.LS	2008	376000000
ALDP.PA	2018	52682063.5
ALDP.PA	2017	69090548.1
ALDP.PA	2016	69574545
ALDP.PA	2015	53039853.75
ALDP.PA	2014	64420875
ALDP.PA	2013	47585553
ALDP.PA	2012	52554195.2
ALDP.PA	2011	51463859.2
ALDP.PA	2010	36417222.4
ALDP.PA	2009	54000000
ALDP.PA	2008	33300000
ALDAR.PA	2018	140284200
ALDAR.PA	2017	289331560
ALDAR.PA	2016	230935040
ALDAR.PA	2015	155822240
ALDAR.PA	2014	123273360
ALDAR.PA	2013	160167000
ALDAR.PA	2012	92050000
ALDAR.PA	2011	132552000
ALDAR.PA	2010	183200303.8
ALDAR.PA	2009	109534497.4
ALDAR.PA	2008	96035527.65
ALWIT.PA	2018	21937959
ALWIT.PA	2017	32340339.4
ALWIT.PA	2016	34335841.41
CNIM.PA	2018	248305020
CNIM.PA	2017	407341357.2
CNIM.PA	2016	346476346.2
CNIM.PA	2015	271954559.1
CNIM.PA	2014	229076521.5
CNIM.PA	2013	277223470.5
